set,row_id,text,gold_topic,gold_sentiment,gold_entities,conversation_id
reference_set3,27,Auto play I turned off forced me to watch a new show anyway. All instructions I find seem out of date/lead me nowhere. The real answer is?,technical issue,negative,[],fb90a685c4086be53969f5902e4942b4
reference_set3,28,"Two in a row from Amazon. Deliveries keep getting delayed. Being a prime member, I was denied OTD not just once. Have reported the issue before EDD but no reflection on the delivery. Still they couldn't ensure the delivery on time. I am pondering now whether to continue prime.",delivery and shipping,negative,"[{""type"": ""ORG"", ""text"": ""Amazon""}, {""type"": ""MISC"", ""text"": ""prime""}, {""type"": ""MISC"", ""text"": ""prime""}]",9be27db586c540816f23bb3e88edd9a4
reference_set3,29,I've suffererd huge fraud by one of your account holders. Although they've refunded me PayPal need to take action &amp; eliminate this scam,complaint,negative,"[{""type"": ""ORG"", ""text"": ""PayPal""}]",f716ed9c477dad6e90d03971f535ddb2
reference_set3,30,can't access it need ur @12286 to call,technical issue,negative,[],10f9fe3ae08e7f70b798f782184a43ff
reference_set3,31,"hello,how much is big box and may I know its features",product question,neutral,"[{""type"": ""MISC"", ""text"": ""big box""}]",985fead075f5ad6ba22b05752bd5155b
reference_set3,32,@479401 @ATVIAssist nice christmas three 😂,product question,neutral,[],39ec40fa4d61561a016e821c8d1b7c95
reference_set3,33,(cont) names and Id number for further assistance. ^OS,account management,neutral,[],9b36bbaa290ec2ab08cfffac01820835
reference_set3,34,could you please reverse money [PHONE]. Sent to [PHONE] instead of [PHONE],billing and payments,negative,[],1fc5b7a1557c65da3ccd96da424712d6
reference_set3,35,"They should respond shortly. In the meantime, here is some documentation that may help: [URL] ^PB",technical issue,neutral,[],cecb307c0e99ebff21bacede8de677b5
reference_set3,36,Don’t get hooked into paying twice as much for Unlimited with Verizon. Sprint definitely #WorksForMe. [URL],billing and payments,positive,"[{""type"": ""MISC"", ""text"": ""Unlimited""}, {""type"": ""ORG"", ""text"": ""Verizon""}, {""type"": ""ORG"", ""text"": ""Sprint""}]",3ca5539533b76fd205380511c58c20c0
reference_set3,37,"It didn't work. With wifi I have no prob but as soon as I go out, it becomes literally crazy :(",technical issue,negative,[],c1ce6c85dbf160fcf2910428cf4d3d8b
reference_set3,38,it's up to an hour. no feedback from you. Kindly revert back. Thanks,complaint,negative,[],958e7f3a416ae24143984bd04d375dad
reference_set3,39,"It's just so disrespectful. @983 can't build a safe bike lane, can't enforce this unsafe one, and drivers don't even care. [URL]",complaint,negative,[],5bd7dc5048bdce0e5d6b6c6f3667721a
reference_set3,40,My 2 yr old will miss her birthday cause @AmericanAir cancelled int'l flight 12 hrs pre departure. No alternative till Sunday. #sadness [URL],cancellation,negative,"[{""type"": ""ORG"", ""text"": ""AmericanAir""}]",0505c5fd7b427bb0ff2669c094f1620f
reference_set3,41,"As checked, your network issue has been resolved by our network team. Rgds,[NAME]",technical issue,neutral,"[{""type"": ""PER"", ""text"": ""Pradnya""}]",f50d5c191250a3c8b048357ebcb1a435
reference_set3,42,How comes you can respond to me on Twitter in less than 12hrs but it takes 5 weeks to hear from you with a claim???????,complaint,negative,"[{""type"": ""ORG"", ""text"": ""Twitter""}]",1f2dd50b72175c826f87906445ea1c3e
reference_set3,43,its [NAME],account management,neutral,"[{""type"": ""PER"", ""text"": ""Michael""}]",65f0f429fc556fb9c44ef3817a40d214
reference_set3,44,Why do I get charged fees when I move money to friends/relations accounts £1:12 here 87p there..always happens but my partner and friends never have this problem!? It’s only small amounts but over time it adds up. Thanks! #paypalfees,billing and payments,negative,[],f716ed9c477dad6e90d03971f535ddb2
reference_set3,45,"Hi, not necessary. You may do the flight change anytime up to 2 hours before departure. Thank you.",product question,neutral,[],0e349dbb862357eff79e405098ee3c27
reference_set3,46,"Hello @329759, please be informed that the provided mobile number has been worked on and is fine. However, kindly note that Social (1/3)",technical issue,neutral,[],3f117d063bf44b95e483560308a578db
reference_set3,47,Seem to be stuck in a loop where Windows tries to repair a Windows Update Database error but shows not fixed :( @MicrosoftHelps [URL],technical issue,negative,"[{""type"": ""MISC"", ""text"": ""Windows""}, {""type"": ""MISC"", ""text"": ""Windows""}, {""type"": ""MISC"", ""text"": ""Windows Update""}, {""type"": ""ORG"", ""text"": ""MicrosoftHelps""}]",f4ba0f8932a991dfbdbd97d36158ad16
reference_set3,48,It was really seems to sent from Paypal. #phishing [URL],complaint,negative,"[{""type"": ""ORG"", ""text"": ""Paypal""}]",68294dde451b28f341546d955d0262bd
reference_set3,49,"In fact, it has more features such as lock screen magazine, gestures and security centre. Regards [NAME] OPPO Care (3/3)",product question,neutral,"[{""type"": ""PER"", ""text"": ""Rishi""}, {""type"": ""ORG"", ""text"": ""OPPO Care""}]",6ac771bbb7347aebecfc9bccfc612425
reference_set3,50,[LOCATION],account management,neutral,"[{""type"": ""LOC"", ""text"": ""San Diego""}, {""type"": ""LOC"", ""text"": ""California""}]",7bbca2bca54591e568e3901cef6ad7a7
reference_set3,51,haha turns out i already had an account. thus couldnt create one. my bad.🙏,account management,positive,[],7db783a2f4b9c3634391bc022fb89b36
reference_set3,52,Why in your ready chicken meals do you buy chicken from [LOCATION]?,product question,neutral,"[{""type"": ""LOC"", ""text"": ""Holland""}]",39f527022f68c20c190913266107cfc6
reference_set3,53,@idea_cares Hi [NAME] did u get the details of installation of tower. I also want to know,technical issue,neutral,"[{""type"": ""PER"", ""text"": ""aman""}]",50a2486e39a14575b09369bd288da9e1
reference_set3,54,الميزة تعمل عند الربط مع بلوتوث السيارة [URL] #ios11,product question,neutral,"[{""type"": ""MISC"", ""text"": ""ios11""}]",606c75318454249cb6593ec0a2dd0e38
reference_set3,55,Where are you travelling to [NAME]? ^NM,product question,neutral,"[{""type"": ""PER"", ""text"": ""Joe""}]",87bcbffce2bcee87973dddccc643f9d5
reference_set3,56,@AskPlayStation @678579 Make the video at 6 am then makw it live so i can watch,product question,neutral,[],da0b78504dcb2865fcb94b3f1df307d3
reference_set3,57,It's gone on holiday to [LOCATION],complaint,negative,"[{""type"": ""LOC"", ""text"": ""Europe""}]",ed1281f8dfbf74ae58c222f6b16a67ce
reference_set3,58,"I'm sorry to hear you were downgraded, [NAME]. I hope our airport staff offered your compensation? If not, please DM your full name, 1/2",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Perrista""}]",759b8c2b2cfac62a88f9230febe67c48
reference_set3,59,Celebrate this independence day with the new Idea Anthem Ad for Ullu free [LOCATION] # No Ullu Banaoing [URL],product question,neutral,"[{""type"": ""ORG"", ""text"": ""Idea""}, {""type"": ""MISC"", ""text"": ""Idea Anthem""}, {""type"": ""LOC"", ""text"": ""India""}]",02191ff20ce80117d4f097dce2c3aaa3
reference_set3,60,"Hi [NAME], If you buy an International warranty and the model is available in [LOCATION], the warranty can be transferred to [LOCATION]. ^KJ.",product question,neutral,"[{""type"": ""PER"", ""text"": ""Maradia""}, {""type"": ""LOC"", ""text"": ""India""}, {""type"": ""LOC"", ""text"": ""India""}]",61bfc2cc6945b2317dac589b0b2a1062
reference_set3,61,What??,complaint,negative,[],27689a66a99fc7c60201ad3308cda37e
reference_set3,62,Lol you forgot it with the queso stop lying,complaint,negative,[],ced1e1bb7ae8715f5a3b7a9c7fcab352
reference_set3,63,Hey there! Please send us a DM with the email address linked to your PayPal account and the country your PayPal account is registered in. We would be more than happy to help. ^CRG,account management,neutral,"[{""type"": ""ORG"", ""text"": ""PayPal""}, {""type"": ""ORG"", ""text"": ""PayPal""}]",f716ed9c477dad6e90d03971f535ddb2
reference_set3,64,Hey [NAME]! Sign up for what?,product question,neutral,"[{""type"": ""PER"", ""text"": ""Tina""}]",2e9690b9d2047163fef9f29560eb75eb
reference_set3,65,I can't recharge my glo line. Kindly respond to my messages,billing and payments,negative,[],3411bbeee246826641bc4a30e15b428e
reference_set3,66,"@AmazonHelp Guten Morgen, soll so überhaupt nicht sein. Nenne mir bitte via DN die Auftrags-Nr damit ich es kläre lassen kann^n",delivery and shipping,neutral,[],356a74613f049fc2279d46c4fa5831eb
reference_set3,67,Please do. I would like someone to phone me tomorrow to discuss my disgust with the handling of my complaint! Do you have my number?,complaint,negative,[],65698ca0f6ff017c5b6432d86fec4a29
reference_set3,68,"@242871 @115798 hi, our team at @AirAsiaSupport will be able to amend this for you. Just drop them a tweet. Thank you.",complaint,neutral,[],29b1901dcfe9864511f0851262235957
reference_set3,69,@139927 Hundreds of people are reporting the same thing. Yahoo Groups emails have not been going through for four days.,technical issue,negative,"[{""type"": ""MISC"", ""text"": ""Yahoo Groups""}]",9df6df6ff27d58b8b3ff129eabf4a833
reference_set3,70,"@GloCare I heard glo 18,000 data sub attract 100gb and 150gb volume on renewal. How true is this please",product question,neutral,"[{""type"": ""ORG"", ""text"": ""glo""}]",e39038ceee06c9ff2935f8a576c4ca57
reference_set3,71,"Hi there, we're here to help. Please send us a message and we can work on getting this sorted. [URL]",complaint,neutral,[],8abb52e1895d36dae34bc98362f8f9ba
reference_set3,72,"Good evening, may we have your number for clarification. SO",technical issue,neutral,[],7b1821c10adf643693971220fb6510a7
reference_set3,73,Right okay I'll give that a go thank you,praise and positive feedback,positive,[],93d12d1aa4b8f95669daf9eff6539e96
reference_set3,74,"I'd like to help, but need more info. For AWS help: [URL] Or, reach out here: [URL] ^TI",technical issue,neutral,[],8ed918a0b867f50a28c58ec55bec405a
reference_set3,75,"Sorry for the trouble caused.We request you to visit your RM for corporate connection concern. Regards, [NAME]",account management,neutral,"[{""type"": ""PER"", ""text"": ""Shweta""}]",bd64603877469391392aa103dd640520
reference_set3,76,"Let's resolve that issue. Which macOS version is running currently? Also, have you tried to restart? If not, try that out.",technical issue,neutral,"[{""type"": ""MISC"", ""text"": ""macOS""}]",25a7be7953b054b78bddf50246ba86ff
reference_set3,77,We hope you enjoyed some awesome food. :),praise and positive feedback,positive,[],5d4b0b152962ea6db22ffd53e4d7a1dd
reference_set3,78,"Hi [NAME], we have no update at the moment. We're currently installing WiFi across all our fleet and this should be completed by 2019. ^[NAME]",product question,neutral,"[{""type"": ""PER"", ""text"": ""Maite""}, {""type"": ""PER"", ""text"": ""Nat""}]",aed2582b1cf5aeb8b7337f16c5183aff
reference_set3,79,"@UPSHelp @169922 @108677 Still amazing how brazen the @115817 driver was. No ignorance; just stating the fact that, for whatever reason (resources? selectivity?), @169922 doesn't enforce these laws. It may be time to more honestly &amp; officially tag some @86106 laws as cosmetic/unenforced.",complaint,negative,[],d340c4b2f2fb64daec7e6dd247e5aec6
reference_set3,80,What's the appropriate response when a driver speeds at 95 MPH with your wife and baby in the backseat? Not exaggerating.,complaint,negative,[],7f188b6b5499568ec89eecbebfdf44aa
reference_set3,81,"@115911 Well... first off, we're [LOCATION]'s Best Unlimited Network. @TMobileHelp can tell u more 😉",product question,positive,"[{""type"": ""LOC"", ""text"": ""America""}]",cdfe368b6cbe3beacd8cd9e50cb89e69
reference_set3,82,@airtel_care Yes Refund i await..I have stopped buying airtime since 2days ago..na wen u see u go deduct illegally..Until #refund me bye bye to jatijati,billing and payments,negative,[],5cffe4c82b0c27a88a96c5b6e32795af
reference_set3,83,"As checked your concern for [ID] has been resolved stating that, your area comes under low coverage area. We are working in a phased manner to improve our services. Please observe our network for sometime. Regards, [NAME]",technical issue,neutral,"[{""type"": ""PER"", ""text"": ""Mahindra""}]",25cfa43203b25c8cda0d524345132cf9
reference_set3,84,£226 for replacement screen on a £399 watch - Are you for real?,billing and payments,negative,[],532aed457280ca7290cd6ed93678efb9
reference_set3,85,"Our sincere apologies about the issue. Kindly send in the exact location (with landmarks),and number affected,for escalation. GA",technical issue,neutral,[],c7573da579b5a7771ed9069f32c51f0f
reference_set3,86,Not a problem.,complaint,neutral,[],021f8b594537337a171ab83a0ee4898b
reference_set3,87,"Batman, where's my free stuff?",billing and payments,neutral,"[{""type"": ""MISC"", ""text"": ""Batman""}]",7476c6d9a00efbe44f32d48936dad1bd
reference_set3,88,"how long is it safe to charge a mac,iphone,ipad,or ipod  for without lowering  the performance of the device or damaging it?",product question,neutral,"[{""type"": ""MISC"", ""text"": ""mac""}, {""type"": ""MISC"", ""text"": ""iphone""}, {""type"": ""MISC"", ""text"": ""ipad""}, {""type"": ""MISC"", ""text"": ""ipod""}]",37e1d6163675dff4585eccab7b5c22ff
reference_set3,89,"Hi [NAME], we passed your questions over to your manager. We will be in touch soon.",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Esther""}]",71222f7bbd5d969abe823f8f89e951ff
reference_set3,90,Done. Pls make sure a conclusion is met afyer this reply,complaint,neutral,[],9a253bfa55022bc2422f51da0281d375
reference_set3,91,"This fake PayPal email even made us look twice 👀! Well designed, slick and personalised. The link leads to a fake login page! 🎣#Phishing [URL]",complaint,negative,"[{""type"": ""ORG"", ""text"": ""PayPal""}]",75960464d65b1b95ad285f89b404f715
reference_set3,92,"Hi, sorry for that. Our official Safaricom contact is [PHONE]. Do not give your personal information to Strangers.",account management,neutral,"[{""type"": ""ORG"", ""text"": ""Safaricom""}]",e78ac4399f675d072efac77e135a87c3
reference_set3,93,Still no update? Problem has been reported for over 2 months now and I am losing out on a lot of miles.  Will you compensate?,complaint,negative,[],b8ee7af97ec918e5355be59ceaa54eb2
reference_set3,94,"Hello, My printer keeps beeping at each print #hppsdr #ljhelp",technical issue,negative,[],fb3c39a671e0c86454f417578667e459
reference_set3,95,"@411649 To clarify: Flight 1038, [LOCATION] to [LOCATION] this evening, won't depart until 11:19pm Central Time?",product question,neutral,"[{""type"": ""LOC"", ""text"": ""Austin""}, {""type"": ""LOC"", ""text"": ""Boston""}]",8a9dfc0b91e23b90ca274321b7bb44e6
reference_set3,96,What info do you need,complaint,neutral,[],04eb8c999907931226add41538a17631
reference_set3,97,je vous remiercie pour votre réactivité,praise and positive feedback,positive,[],92d478fa4b4a1dbc08e41222ad16053e
reference_set3,98,"Hello @329758, check shows that the amount was loaned from the device. Thank you. ^[NAME]",billing and payments,neutral,"[{""type"": ""PER"", ""text"": ""Martha""}]",3f117d063bf44b95e483560308a578db
reference_set3,99,@735914 We don't yet have a symbol server for VSTS. One option would be to use MyGet [URL],technical issue,neutral,"[{""type"": ""MISC"", ""text"": ""VSTS""}, {""type"": ""ORG"", ""text"": ""MyGet""}]",c12ec51f1e83b69a3468a4d391d4bfc4
reference_set3,100,@ask_progressive [NAME] doesn't need more money quit buying Progressive,complaint,negative,"[{""type"": ""PER"", ""text"": ""George Soros""}, {""type"": ""ORG"", ""text"": ""Progressive""}]",f7943c3391673d0c1365fc7f631247a4
reference_set3,101,Please see this link for more: [URL]  *HKC,complaint,neutral,[],ddc908e9b1fb4817bc2aadf940693d4f
reference_set3,102,"Nope, still happens. I guess I'll just have to refresh after every episode. I have to admit, I don't watch much. lol",technical issue,negative,[],1395ec884cff5da4464666d01e621776
reference_set3,103,I expected some one will be calling me for address n visit. Already delayed,complaint,negative,[],7dedb4b127e433931ae322f0f6ae47c2
reference_set3,104,"@119514 I've filed a ticket with @130182, but they've failed to resolve the issue and are non-responsive.",complaint,negative,[],6d9386a18976a85a8daa3e0f5125783d
reference_set3,105,"You may be able to save with our Snapshot program. For more information or to sign up, log in at [URL] and visit the ""Discounts"" tab, or call anytime at [PHONE]. ^JK",billing and payments,neutral,"[{""type"": ""MISC"", ""text"": ""Snapshot""}]",6a6a5f5872ea453c46134f87a0a71d42
reference_set3,106,"I don't have it, because I hopped on the ONE plan too early and apparently the first people on the plan don't get #NetflixOnUs😔",billing and payments,negative,"[{""type"": ""MISC"", ""text"": ""ONE plan""}, {""type"": ""MISC"", ""text"": ""NetflixOnUs""}]",0ff4bbab938b3724ca52b8541f65df2c
reference_set3,107,I can't believe I've only spotted the error here - of course the driver had to change ends 😅!,product question,neutral,[],ffa92d0602d58cb023b1ff4cd9dfd826
reference_set3,108,what to know d status of my tariff plan [PHONE].  And pls do assist me for d code to migrate to a tarriff 2mak call @17411 p s,billing and payments,neutral,[],c3d298654a9e8edcd53ed7d6e306839d
reference_set3,109,Hi [NAME]! Thank you! We have got your DM. We will ensure that this is sorted out right away. #HappytoHelp :) - [NAME],complaint,positive,"[{""type"": ""PER"", ""text"": ""Srikant""}, {""type"": ""PER"", ""text"": ""Reema""}]",7dedb4b127e433931ae322f0f6ae47c2
reference_set3,110,"Tried to install Diagnostic Toolkit, please check the red underlined text. :( [URL]",technical issue,negative,"[{""type"": ""MISC"", ""text"": ""Diagnostic Toolkit""}]",8da60ddc961c6ee8b17d41858f80bb2c
reference_set3,111,sorry I'm not able to find anything on our records. Pls DM us with details of the refund and I'll look into this for you. [NAME]^,billing and payments,neutral,"[{""type"": ""PER"", ""text"": ""Adele""}]",905fb01b3e06a01b46a77c6e4a8299d4
reference_set3,112,@91648 When i will get video call dialer in my oppo,product question,neutral,"[{""type"": ""ORG"", ""text"": ""oppo""}]",6e867833a79def3a076c8d5afc99700b
reference_set3,113,Please add This is Us Season 2. Add subtitles to Downton Abbey.,product question,neutral,"[{""type"": ""MISC"", ""text"": ""This is Us""}, {""type"": ""MISC"", ""text"": ""Downton Abbey""}]",82bafae754cf870e07ca1371cc5c60fb
reference_set3,114,Please follow us and DM your Hilton Honors number and confirmation number so we may assist. Thank you - IR.,account management,neutral,"[{""type"": ""MISC"", ""text"": ""Hilton Honors""}]",0de389cb81d38a600dbdba8c33d77a2c
reference_set3,115,"So sorry for the wait. Again, thank you for your continued patience. Please let us know if we can further assist. *AJC",complaint,neutral,[],6b04756bd4e55c2d728f26ad07baa792
reference_set3,116,@122467 How to a make a chargeback claim please,billing and payments,neutral,[],f3d4073227ab13ba27f21942c15cf826
reference_set3,117,I'm really sorry about this! Was this the Amazon VISA or Amazon Store Card? ^AH,billing and payments,neutral,"[{""type"": ""MISC"", ""text"": ""Amazon VISA""}, {""type"": ""MISC"", ""text"": ""Amazon Store Card""}]",7dcf623af8e94251d514d36b6def0a1c
reference_set3,118,"@591609 im on the hook for $25,000 for a totalled car because it took  5days to add collision to a policy then i had an accident on the 4th day...",complaint,negative,[],798ac4a116b637c4ec0cf97943a7dee9
reference_set3,119,@116665 @186442 @127472 Still struggling with this. Virgin used to pride itself on customer response and care - can somebody help please ?,complaint,negative,"[{""type"": ""ORG"", ""text"": ""Virgin""}]",0a77e421202fbcc7b5d13c90de1fc793
reference_set3,120,@4030 @118702 @115937 @4110 @4168 @119356 @115821 @131283 @144775 @2517 My review will help a lot of innocent buyers to avoid the trap. Please do not fill ur pockets unethically. #ScamAtAmazon #Day2,complaint,negative,[],69501997e5ad7a95f0eb17c6e3d4458b
reference_set3,121,@Ask_Spectrum Every other option has a downside. Satellite… Fucks up in rainy weather. And in order to get Internet that’s worth a shit they make it so,complaint,negative,"[{""type"": ""ORG"", ""text"": ""Ask_Spectrum""}]",f5f72bb412a49179fc16fb0e61a61087
reference_set3,122,We've assisted you on call.^JM,complaint,neutral,[],fed660da72be494a8c154e238de2092e
reference_set3,123,@713819 [URL] Could you play this the next time @97048 flies with us? 😂,product question,positive,[],0dd295bc72c76946cd3a46708a5fde69
reference_set3,124,Team still no solution in this,complaint,negative,[],5777e9555a508f7aae5a742fef116b43
reference_set3,125,"Join me, T-Mobile’s CEO, because no other CEO is going to pop into your timeline and offer you a chance to win FREE stuff! 🎉",product question,positive,"[{""type"": ""ORG"", ""text"": ""T-Mobile""}]",a3a82ed1e0a69614568015d010021dc1
reference_set3,126,"@AirbnbHelp @788062 @115783 @787286 Sorry to Airbnb for misrepresenting. I don't normally tweet ranty negative things like that. But I'm not feeling *that* sorry, because sometimes you have to call things out when they're unacceptable and I've been seeing this more and more recently.",complaint,negative,"[{""type"": ""ORG"", ""text"": ""AirbnbHelp""}, {""type"": ""ORG"", ""text"": ""Airbnb""}]",e1481eee653aad44424939a1fefd70d5
reference_set3,127,Here to help! Please send us a note via  [URL]   so our team can connect.,complaint,neutral,[],956f68852bdfac779dfda71aef27710b
reference_set3,128,"We understand your [URL] will get a positive resolution soon,so please bear with us for some time.",complaint,neutral,[],da36a038c30ac2ab1890745202b7ee84
reference_set3,129,please address my SR [ID] is registered on [DATE] facing NW issue very badly at home.,technical issue,negative,[],7dedb4b127e433931ae322f0f6ae47c2
reference_set3,130,@414172 Haha! Look at this,product question,positive,[],440e3c063d8318c976afb8067308b5a5
reference_set3,131,@ATVIAssist Thanks.. It did the same by my😅,technical issue,neutral,"[{""type"": ""ORG"", ""text"": ""ATVIAssist""}]",8ea2e910312e70cd89fca468251614ec
reference_set3,132,"@115913 Well there is no email, so I am on twitter if that helps [NAME], thank you",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Shelby""}]",54c0d39c4b8d255a48f028379798a5d0
reference_set3,133,So if I charge an apple device everyday for 12 hours it will not damage the battery? What if I charge it for 24 hours straight everyday?,product question,neutral,"[{""type"": ""ORG"", ""text"": ""apple""}]",37e1d6163675dff4585eccab7b5c22ff
reference_set3,134,@122155 @LondonMidland The train from [LOCATION] to [LOCATION] via London midland [LOCATION] or u [LOCATION] same speed. 1hr  30 minutes but car 1hr national express 1hr stange train slow,complaint,negative,"[{""type"": ""ORG"", ""text"": ""LondonMidland""}, {""type"": ""LOC"", ""text"": ""stoke""}, {""type"": ""LOC"", ""text"": ""Liverpool""}, {""type"": ""ORG"", ""text"": ""London midland""}, {""type"": ""LOC"", ""text"": ""crewe""}, {""type"": ""LOC"", ""text"": ""stafford""}, {""type"": ""ORG"", ""text"": ""national express""}]",0f346bc17aaca2a1686bf8f7231c881c
reference_set3,135,"You're welcome, [NAME]. Glad it's sorted - [NAME] :)",praise and positive feedback,positive,"[{""type"": ""PER"", ""text"": ""Will""}, {""type"": ""PER"", ""text"": ""Laura""}]",4e35e12505259e82e1ca04770a47a82f
reference_set3,136,Please drop the details in the link here: [URL] to assist you further.(2/2)^HR,complaint,neutral,[],d8985c1a1f43a6df6dde044f40949632
reference_set3,137,I want to see the winner list of amazon secret door contest. Send me the link.,product question,neutral,"[{""type"": ""MISC"", ""text"": ""amazon secret door contest""}]",28d2a9704142f79c06926dc80f3804a2
reference_set3,138,"@AmazonHelp I will not pay a penny às you are selling Chinese damaged Mobile in collaboration with Amazon, i will go to consumer court",complaint,negative,"[{""type"": ""MISC"", ""text"": ""Chinese""}, {""type"": ""ORG"", ""text"": ""Amazon""}]",d60c953c896bce45b1fe911fef5ee6e0
reference_set3,139,"@VirginAmerica If I don't use all of my #VirginAmerica travel bank by the end of this year, would I risk losing all of that?",account management,neutral,"[{""type"": ""ORG"", ""text"": ""VirginAmerica""}, {""type"": ""ORG"", ""text"": ""VirginAmerica""}]",5fa12747a31ef404e5cae9eee7b2fa3a
reference_set3,140,Hi [NAME]. Sorry for the delay this evening. Are you referring to the 18:05 service? [NAME],complaint,neutral,"[{""type"": ""PER"", ""text"": ""Guy""}, {""type"": ""PER"", ""text"": ""Rachel""}]",d4b62ce6954e8207929114f4a7a6f7fe
reference_set3,141,There isn't unfortunately [NAME] :( Sorry we understand it must be inconvenient.,product question,neutral,"[{""type"": ""PER"", ""text"": ""Emma""}]",d134af94707f65674c617aac2511b1a6
reference_set3,142,"Another month, another blank email - stand by for some more inept lame excuses.... [URL]",complaint,negative,[],acdc32381fa5e4b085dfadc360a63751
reference_set3,143,"We will raise this concern,please bear us sometime we will get back to you. Regards, [NAME]",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Amruta""}]",f50d5c191250a3c8b048357ebcb1a435
reference_set3,144,Pls call [PHONE]  and we can review!!,complaint,neutral,[],04342ba29e0aacfaf47fa4fadbc5fb47
reference_set3,145,Is this happening with every item you are trying to order [NAME]? ^KM,technical issue,neutral,"[{""type"": ""PER"", ""text"": ""Matthew""}]",7b0670fa9dd2b275355290d637cff5ca
reference_set3,146,We currently do not have tracking services. ^RO,product question,neutral,[],e4b8095afba30f8276781df3c6ec297c
reference_set3,147,makes sense that after a driver gets 2 a certain amount that the express pay processing fee doesn’t  cover the merchant fees causing reviews,billing and payments,neutral,"[{""type"": ""MISC"", ""text"": ""express pay""}]",294a61501952ab1d151eaed535c18c89
reference_set3,148,"So that we may look at what options may be available, please contact us by phone here: [URL]",complaint,neutral,[],2128569e0eaf7276776a1370bf0a0ee9
reference_set3,149,We unfortunately don't foresee it becoming available for international shipment in the near future.,delivery and shipping,neutral,[],f7b2650e67fbe34ae16f42ae8a89e023
reference_set3,150,Really? Seriously?? Give me a break.,complaint,negative,[],7dfe92779fcdb71de6df5c4313b2123e
reference_set3,151,"Hi, we're sorry we don't have any further information on WiFi on our fleet at the moment. ^[NAME]",product question,neutral,"[{""type"": ""PER"", ""text"": ""Lynn""}]",aed2582b1cf5aeb8b7337f16c5183aff
reference_set3,152,Yes i got the font uninstalled successfully. thank you!,praise and positive feedback,positive,[],f433c4b7904cc7f1649ad939716f8a8a
reference_set3,153,We would never brush you off. We're right here if you change your mind.,complaint,neutral,[],8a9dfc0b91e23b90ca274321b7bb44e6
reference_set3,154,"Hi [NAME], keep an eye on our social media pages. We'll announce it when Android update is released for F1 Plus. [NAME] OPPO Care",product question,neutral,"[{""type"": ""PER"", ""text"": ""S.Grover""}, {""type"": ""MISC"", ""text"": ""Android""}, {""type"": ""MISC"", ""text"": ""F1 Plus""}, {""type"": ""PER"", ""text"": ""Rishi""}, {""type"": ""ORG"", ""text"": ""OPPO Care""}]",5910093e239fb10b36afc83ec09430cb
reference_set3,155,ok let me engage him,complaint,neutral,[],a70314384ddc19dea64e79044867fff3
reference_set3,156,Thank you for following up! We can see you've been able to connect with a member of our team within in-app support.,complaint,neutral,[],ac5b39b0836a705b46da613f1fac47a3
reference_set3,157,@191567 i have been to apple about this and it is brock,technical issue,negative,"[{""type"": ""ORG"", ""text"": ""apple""}]",b6cf17d2e8fd4feb769b19eded9cb00e
reference_set3,158,"ordered my first box almost a week ago, still hasn't arrived :(",delivery and shipping,negative,[],e340eb4d8834bbf44a292fc0e7b30ad8
reference_set3,159,Distance makes the heart grow fonder when you're on #TigoNightFix Stay connected with loved ones from 12am to 5am. Dial *500*4# to subscribe [URL],product question,neutral,"[{""type"": ""MISC"", ""text"": ""TigoNightFix""}]",e09a1c2be1346b25977ecaf2f2047d0c
reference_set3,160,@119433 Hello [NAME] as agreed we will give you feedback.Issue has been raised on ticket number:[ID] for follow up.^TM,complaint,neutral,"[{""type"": ""PER"", ""text"": ""Wangari""}]",dda3dd68bdae57a6f55a9411390cbecc
reference_set3,161,@115900 XFINITY has provided poor svc or completely failed to provide svc almost every day since they installed their new system. Won't issue credit,complaint,negative,"[{""type"": ""ORG"", ""text"": ""XFINITY""}]",128857185552937c4585c066474718d4
reference_set3,162,Last leg. [LOCATION] - #[LOCATION] 🇸🇪 [URL],product question,neutral,"[{""type"": ""LOC"", ""text"": ""London""}, {""type"": ""LOC"", ""text"": ""Göteborg""}]",ec792ecea67373ef97c738446c4c40b3
reference_set3,163,"Hi, we are following up on your request under ticket no. [ID]. We will advise once done within 24hrs. ^NO",complaint,neutral,[],c66b42fcd7e375b493d04b7df19b06ff
reference_set3,164,pls tell me why i got 2 things of hashbrowns instead of a bagel with cc and why ur frozen ice coffee tastes like COUGH SYRUP,complaint,negative,[],705559d418ce75353c7386911afeef6b
reference_set3,165,Can I know how to claim back the Big Points?,account management,neutral,"[{""type"": ""MISC"", ""text"": ""Big Points""}]",181c756856bd4afd04834579403f2449
reference_set3,166,"[NAME],  let us know if you still need help. Please provide the previously requested info only. Kind Regards, ^SJ [URL]",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Emy""}]",f6ebea9c4dba67d93d15a0d3d1252482
reference_set3,167,"@115798 How come they are no points given on my new purchase of flight , i only see points frm previous balance, isnt it auto update, Pls advise, TQ",account management,negative,[],6f3a5fd1f3b99e05b0ce702605e6b406
